"ID_PEDIDO";"PEDDTEMIS";"CLICODIGO";"GCLCODIGO";"SETOR";"PROCODIGO";"TRANSITIONS";"PDPDESCRICAO";"PEDAUTORIZOU";"FISCODIGO";"QTD";"VRVENDA"
13622547;2023-09-16;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BERNARDO";"6.101  ";2;604,2
13622559;2023-09-16;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"BERNARDO";"6.101  ";2;190,26
13623246;2023-09-18;4752;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"CARLA";"5.101  ";2;667
13623652;2023-09-18;1281;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2547        ";1;"VARILUX XR DESIGN STYLIS 1.74 TGEN8 CINZA";"SILVANA";"6.102  ";2;2014,88
13623895;2023-09-18;1281;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2547        ";1;"VARILUX XR DESIGN STYLIS 1.74 TGEN8 CINZA";"SILVANA";"6.102  ";2;249,88
13624145;2023-09-18;291;199;"SETOR 4 - JOINVILLE - NORTE";"LD2393        ";0;"VARILUX XR TRACK ORMA BLUE UV";"CAMILA";"5.101  ";2;940,5
13624160;2023-09-18;291;199;"SETOR 4 - JOINVILLE - NORTE";"LD2420        ";0;"VARILUX XR TRACK ORMA COLOR";"CAMILA";"5.101  ";2;213,39
13625027;2023-09-18;1464;;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"ESPECIALISTA ";"5.101  ";2;709
13625052;2023-09-18;1464;;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"ESPECIALISTA ";"5.101  ";2;160,84
13625339;2023-09-18;1419;;"SETOR 5 - BLUMENAU - VALE";"LD2373        ";1;"VARILUX XR DESIGN STYLIS 1.67 TGEN8 CINZA";"KIM-DANIEL";"5.101  ";2;189,41
13625654;2023-09-18;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BERNARDO";"6.101  ";2;604,2
13625996;2023-09-18;709;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2393        ";0;"VARILUX XR TRACK ORMA BLUE UV";"JULIA";"6.101  ";2;672,5
13626712;2023-09-18;290;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"GERVASIO";"5.101  ";2;333,5
13627605;2023-09-19;291;199;"SETOR 4 - JOINVILLE - NORTE";"LD2393        ";0;"VARILUX XR TRACK ORMA BLUE UV";"CAMILA";"5.101  ";2;940,5
13627606;2023-09-19;421;198;"SETOR 6 - B CAMBORIU - LITORAL";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"MARCOS";"5.101  ";2;1072
13627618;2023-09-19;291;199;"SETOR 4 - JOINVILLE - NORTE";"LD2393        ";0;"VARILUX XR TRACK ORMA BLUE UV";"CAMILA";"5.101  ";2;209,17
13628589;2023-09-19;1318;;"SETOR 5 - BLUMENAU - VALE";"LD2372        ";0;"VARILUX XR DESIGN STYLIS 1.67 BLUE UV";"KETTRIN";"5.101  ";2;249,81
13630507;2023-09-20;213;;"SETOR 2 - CRICIUMA - SUL";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"NILTON";"5.101  ";2;1202
13630567;2023-09-20;213;;"SETOR 2 - CRICIUMA - SUL";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"NILTON";"5.101  ";2;92,24
13633073;2023-09-21;709;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2401        ";1;"VARILUX XR TRACK STYLIS 1.67 TGEN8 CINZA";"A";"6.101  ";2;1494,48
13633090;2023-09-21;709;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2396        ";0;"VARILUX XR TRACK AIRWEAR XPERIO CINZA";"A";"6.101  ";2;249,99
13633106;2023-09-21;450;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"MILANE";"5.101  ";2;326,83
13633164;2023-09-21;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BERNARDO";"6.101  ";2;604,2
13633172;2023-09-21;709;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2393        ";0;"VARILUX XR TRACK ORMA BLUE UV";"A";"6.101  ";2;357,63
13633197;2023-09-21;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"BERNARDO";"6.101  ";2;125,64
13633740;2023-09-21;2104;234;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"KEILA";"5.101  ";2;795
13633905;2023-09-21;214;;"SETOR 6 - B CAMBORIU - LITORAL";"LD2416        ";0;"VARILUX XR PRO STYLIS 1.74 BLUE UV";"33830143";"5.102  ";2;213,36
13633985;2023-09-21;213;;"SETOR 2 - CRICIUMA - SUL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"JOAREZ";"5.101  ";2;795
13633993;2023-09-21;213;;"SETOR 2 - CRICIUMA - SUL";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"JOAREZ";"5.101  ";2;106,56
13634094;2023-09-21;840;37;"SETOR 1 - FLORIANOPOLIS REDES";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";"CINTIA";"5.101  ";2;1021
13634108;2023-09-21;840;37;"SETOR 1 - FLORIANOPOLIS REDES";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";"CINTIA";"5.101  ";2;175,06
13634413;2023-09-21;1270;;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"RAFAEL";"5.101  ";2;709
13634419;2023-09-21;1270;;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"RAFAEL";"5.101  ";2;154,67
13634466;2023-09-21;1270;;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"RAFAEL";"5.101  ";2;709
13634479;2023-09-21;1270;;"SETOR 5 - BLUMENAU - VALE";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"RAFAEL";"5.101  ";2;190,18
13635166;2023-09-21;1318;;"SETOR 5 - BLUMENAU - VALE";"LD2373        ";1;"VARILUX XR DESIGN STYLIS 1.67 TGEN8 CINZA";"KETTRIN";"5.102  ";2;198,05
13636015;2023-09-22;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";"BERNARDO";"6.101  ";2;842,08
13636746;2023-09-22;1704;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"ERNANDE";"5.101  ";2;166,42
13638274;2023-09-22;1318;;"SETOR 5 - BLUMENAU - VALE";"LD2372        ";0;"VARILUX XR DESIGN STYLIS 1.67 BLUE UV";"KETTRIN";"5.101  ";2;189
13638278;2023-09-22;214;;"SETOR 6 - B CAMBORIU - LITORAL";"LD2368        ";0;"VARILUX XR DESIGN AIR XPERIO CINZA";;"5.101  ";2;1044
13639886;2023-09-25;47;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"MARCELO";"5.101  ";2;888
13639921;2023-09-25;47;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2493        ";0;"VARILUX XR DESIGN AIRWEAR COLOR";"MARCELO";"5.101  ";2;202,65
13639961;2023-09-25;1419;;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"SAMARA- RAQUEL";"5.101  ";2;715,5
13639964;2023-09-25;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BERNARDO";"6.101  ";2;604,2
13640592;2023-09-25;1704;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2384        ";1;"VARILUX XR DESIGN FIT EYE AIRWEAR TGEN8 CINZA";"ANDREIA";"5.101  ";2;247,55
13641863;2023-09-25;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"BERNARDO";"6.101  ";2;608,76
13642500;2023-09-25;634;;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"33868774";"5.101  ";2;560,28
13643080;2023-09-26;290;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"GERVASIO";"5.101  ";2;333,5
13643291;2023-09-26;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BERNARDO";"6.101  ";2;604,2
13644580;2023-09-26;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";"BERNARDO";"6.101  ";2;842,08
13645358;2023-09-27;4752;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"CARLA";"5.101  ";2;667
13645364;2023-09-27;4752;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"CARLA";"5.101  ";2;195,56
13646009;2023-09-27;1742;56;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"JOãO PAULO MOMM DA SILVA";"5.101  ";2;144,25
13646854;2023-09-27;290;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"GERVASIO";"5.101  ";2;333,5
13647464;2023-09-27;654;195;"SETOR 2 - CRICIUMA - SUL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"SANDY";"5.101  ";2;595,56
13647532;2023-09-27;654;195;"SETOR 2 - CRICIUMA - SUL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"SANDY";"5.101  ";2;154,67
13649344;2023-09-28;2104;234;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"KEILA";"5.101  ";2;397,5
13649446;2023-09-28;47;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"MARCELO";"5.101  ";2;795
13649455;2023-09-28;47;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"MARCELO";"5.101  ";2;249,63
13649479;2023-09-28;47;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"MARCELO";"5.101  ";2;795
13649495;2023-09-28;47;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"MARCELO";"5.101  ";2;249,63
13651071;2023-09-29;2104;234;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"KEILA";"5.101  ";2;397,5
13653819;2023-10-02;4752;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"CARLA";"5.101  ";2;667
13653834;2023-10-02;4752;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"CARLA";"5.101  ";2;234,2
13653962;2023-10-02;291;199;"SETOR 4 - JOINVILLE - NORTE";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";"CAMILA";"5.101  ";2;997,2
13653983;2023-10-02;291;199;"SETOR 4 - JOINVILLE - NORTE";"LD2362        ";0;"VARILUX XR DESIGN ORMA XPERIO MARROM";"CAMILA";"5.102  ";2;187,55
13654153;2023-10-02;290;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"GERVASIO";"5.101  ";2;379,5
13654165;2023-10-02;4752;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"CARLA";"5.101  ";2;759
13654177;2023-10-02;290;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"GERVASIO";"5.101  ";2;759
13654339;2023-10-02;314;31;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"ROGERIO";"5.101  ";2;198,95
13654447;2023-10-02;1419;;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"KIM-MARINILZA ";"5.101  ";2;715,5
13654454;2023-10-02;1419;;"SETOR 5 - BLUMENAU - VALE";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"KIM-MARINILZA ";"5.101  ";2;204,24
13654873;2023-10-02;1318;;"SETOR 5 - BLUMENAU - VALE";"LD2367        ";0;"VARILUX XR DESIGN AIRWEAR XPERIO MARROM";"KETTRIN";"5.101  ";2;239,88
13654973;2023-10-02;2104;234;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"KEILA";"5.101  ";2;354,5
13655441;2023-10-02;1419;;"SETOR 5 - BLUMENAU - VALE";"LD2374        ";0;"VARILUX XR DESIGN STY 1.74 BLUE UV";"KIM-NORMELIA";"5.102  ";2;191,48
13655945;2023-10-02;2104;234;"SETOR 4 - JOINVILLE - NORTE";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"KEILA";"5.101  ";2;801
13655959;2023-10-02;2104;234;"SETOR 4 - JOINVILLE - NORTE";"LD2493        ";0;"VARILUX XR DESIGN AIRWEAR COLOR";"KEILA";"5.101  ";2;199,96
13656512;2023-10-02;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BERNARDO";"6.101  ";2;604,2
13657817;2023-10-03;290;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"RAFAELA";"5.101  ";2;333,5
13658101;2023-10-03;450;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2491        ";0;"VARILUX XR PRO AIRWEAR COLOR";"MARCIO";"5.101  ";2;230,09
13659163;2023-10-03;213;;"SETOR 2 - CRICIUMA - SUL";"LD2372        ";0;"VARILUX XR DESIGN STYLIS 1.67 BLUE UV";"CRISTINA";"5.101  ";2;1485
13659220;2023-10-03;213;;"SETOR 2 - CRICIUMA - SUL";"LD2493        ";0;"VARILUX XR DESIGN AIRWEAR COLOR";"CRISTINA";"5.101  ";2;118,55
13659454;2023-10-03;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BERNARDO";"6.101  ";2;604,2
13659488;2023-10-03;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BERNARDO";"6.101  ";2;604,2
13659777;2023-10-03;291;199;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"CAMILA";"5.101  ";2;638,1
13659823;2023-10-03;291;199;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"CAMILA";"5.101  ";2;160,84
13660811;2023-10-04;1419;;"SETOR 5 - BLUMENAU - VALE";"LD2400        ";0;"VARILUX XR TRACK STYLIS 1.67 BLUE UV";"JONAS - JANE";"5.101  ";2;187,64
13661051;2023-10-04;290;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";"RAFAELA";"5.101  ";2;979
13661083;2023-10-04;290;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";"RAFAELA";"5.101  ";2;161,87
13662213;2023-10-04;2104;234;"SETOR 4 - JOINVILLE - NORTE";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"KEILA";"5.101  ";2;801
13664844;2023-10-05;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2372        ";0;"VARILUX XR DESIGN STYLIS 1.67 BLUE UV";"BERNARDO";"6.101  ";2;1128,6
13665926;2023-10-06;654;195;"SETOR 2 - CRICIUMA - SUL";"LD2393        ";0;"VARILUX XR TRACK ORMA BLUE UV";"SANDY";"5.101  ";2;770,28
13665966;2023-10-06;654;195;"SETOR 2 - CRICIUMA - SUL";"LD2393        ";0;"VARILUX XR TRACK ORMA BLUE UV";"SANDY";"5.101  ";2;158,1
13666389;2023-10-06;654;195;"SETOR 2 - CRICIUMA - SUL";"LD2393        ";0;"VARILUX XR TRACK ORMA BLUE UV";"ALESSANDRA";"5.101  ";2;805,56
13666405;2023-10-06;654;195;"SETOR 2 - CRICIUMA - SUL";"LD2420        ";0;"VARILUX XR TRACK ORMA COLOR";"ALESSANDRA";"5.101  ";2;206,13
13667085;2023-10-06;1704;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2398        ";1;"VARILUX XR TRACK AIRWEAR TGEN8 CINZA";"ERNANDE";"5.101  ";2;241,78
13668870;2023-10-09;709;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2390        ";0;"VARILUX XR TRACK ORMA XPERIO MARROM";"A";"6.101  ";2;249,99
13670014;2023-10-09;177;12;"SETOR 4 - JOINVILLE - NORTE";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";;"5.101  ";2;152,04
13670222;2023-10-09;1281;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"SILVANA";"6.101  ";2;653,66
13670451;2023-10-09;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"BERNARDO";"6.101  ";2;674,88
13670737;2023-10-09;1419;;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"FABIO - JANE";"5.101  ";2;600,3
