"ID_PEDIDO";"PEDDTBAIXA";"CLICODIGO";"GCLCODIGO";"SETOR";"PROCODIGO";"PDPDESCRICAO";"PEDAUTORIZOU";"QTD";"VRVENDA";"CPF"
13654802;2023-10-03;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2178        ";"NEW VISION SOFT 1.50 FOTO";"MAICON";2;143,5;""
13654940;2023-10-05;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"MAICON";2;109,9;""
13654976;2023-10-05;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2187        ";"NEW VISION CLASSIC 1.50";"MAICON";2;109,9;""
13655062;2023-10-04;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2187        ";"NEW VISION CLASSIC 1.50";"MAICON";2;109,9;""
13655099;2023-10-05;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"MAICON";2;109,9;""
13655111;2023-10-03;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"MAICON";2;109,9;""
13656102;2023-10-05;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2181        ";"NEW VISION START 1.50";"MAICON";2;84,7;""
13656118;2023-10-06;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2181        ";"NEW VISION START 1.50";"MAICON";2;84,7;""
13656149;2023-10-04;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2180        ";"NEW VISION SOFT 1.59";"MAICON";2;94,5;""
13656179;2023-10-05;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2182        ";"NEW VISION START 1.50 TRANS";"MAICON";2;281,4;""
13656710;2023-10-04;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2187        ";"NEW VISION CLASSIC 1.50";"JEAN";2;109,9;""
13657935;2023-10-05;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2095        ";"NEW VISION GOLD 1.50 TRANS";"PATRICIA";2;311,5;""
13657968;2023-10-05;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2095        ";"NEW VISION GOLD 1.50 TRANS";"PATRICIA";2;311,5;""
13658624;2023-10-05;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2095        ";"NEW VISION GOLD 1.50 TRANS";"MAICON";2;311,5;""
13659442;2023-10-05;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"KELLY";2;109,9;""
13659490;2023-10-09;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2187        ";"NEW VISION CLASSIC 1.50";"KELLY";2;109,9;""
13659526;2023-10-05;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2187        ";"NEW VISION CLASSIC 1.50";"KELLY";2;109,9;""
13659557;2023-10-05;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2095        ";"NEW VISION GOLD 1.50 TRANS";"PATRICIA";2;311,5;""
13659706;2023-10-06;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"PATRICIA";2;109,9;""
13659733;2023-10-05;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"PATRICIA";2;109,9;""
13661634;2023-10-06;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2197        ";"NEW VISION PREMIUM 1.59 TRANS";"MAICON";2;380,1;""
13661655;2023-10-06;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"MAICON";2;109,9;""
13661801;2023-10-09;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2181        ";"NEW VISION START 1.50";"MAICON";2;84,7;""
13661814;2023-10-06;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"MAICON";2;109,9;""
13661827;2023-10-09;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"MAICON";2;109,9;""
13661840;2023-10-06;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"MAICON";2;109,9;""
13662045;2023-10-09;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2193        ";"NEW VISION PREMIUM 1.50";"JEAN";2;138,6;""
13662058;2023-10-06;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2193        ";"NEW VISION PREMIUM 1.50";"JEAN";2;138,6;""
13662068;2023-10-09;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2187        ";"NEW VISION CLASSIC 1.50";"JEAN";2;109,9;""
13662086;2023-10-05;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2187        ";"NEW VISION CLASSIC 1.50";"JEAN";2;109,9;""
13662103;2023-10-09;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2196        ";"NEW VISION PREMIUM 1.59";"JEAN";2;178,5;""
13662123;2023-10-09;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2196        ";"NEW VISION PREMIUM 1.59";"JEAN";2;178,5;""
13662143;2023-10-09;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2187        ";"NEW VISION CLASSIC 1.50";"JEAN";2;109,9;""
13662156;2023-10-09;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2187        ";"NEW VISION CLASSIC 1.50";"JEAN";2;109,9;""
13663196;2023-10-09;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2088        ";"NEW VISION PLUS 1.50";"MAICON";2;84,7;""
13664310;2023-10-10;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2088        ";"NEW VISION PLUS 1.50";"VALERIA";2;84,7;""
13664340;2023-10-17;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2088        ";"NEW VISION PLUS 1.50";"VALERIA";2;84,7;""
13666318;2023-10-10;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2177        ";"NEW VISION SOFT 1.50";"MAICON";2;55,3;""
13666348;2023-10-11;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2187        ";"NEW VISION CLASSIC 1.50";"MAICON";2;109,9;""
13667250;2023-10-16;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2107        ";"NEW VISION INDIVIDUAL 1.50";"JEAN";2;183,4;""
13667283;2023-10-10;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2110        ";"NEW VISION INDIVIDUAL 1.59";"JEAN";2;232,4;""
13667310;2023-10-10;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2200        ";"NEW VISION X SMART 1.50";"JEAN";2;183,4;""
13667341;2023-10-11;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2200        ";"NEW VISION X SMART 1.50";"JEAN";2;183,4;""
13667356;2023-10-16;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2200        ";"NEW VISION X SMART 1.50";"JEAN";2;183,4;""
13667383;2023-10-13;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2193        ";"NEW VISION PREMIUM 1.50";"JEAN";2;138,6;""
13667396;2023-10-11;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2193        ";"NEW VISION PREMIUM 1.50";"JEAN";2;138,6;""
13667411;2023-10-10;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2193        ";"NEW VISION PREMIUM 1.50";"JEAN";2;138,6;""
13667447;2023-10-10;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2193        ";"NEW VISION PREMIUM 1.50";"JEAN";2;138,6;""
13667674;2023-10-10;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2088        ";"NEW VISION PLUS 1.50";"MAICON";2;84,7;""
13668929;2023-10-17;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"MAICON";2;109,9;""
13668954;2023-10-17;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"MAICON";2;109,9;""
13668978;2023-10-10;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2084        ";"NEW VISION HD 1.50";"MAICON";2;55,3;""
13669006;2023-10-16;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2181        ";"NEW VISION START 1.50";"MAICON";2;84,7;""
13669225;2023-10-16;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2193        ";"NEW VISION PREMIUM 1.50";"JEAN";2;138,6;""
13669253;2023-10-13;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2193        ";"NEW VISION PREMIUM 1.50";"JEAN";2;138,6;""
13669488;2023-10-11;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2088        ";"NEW VISION PLUS 1.50";"KELLY";2;84,7;""
13670643;2023-10-10;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2095        ";"NEW VISION GOLD 1.50 TRANS";"JEAN";2;311,5;""
13673769;2023-10-16;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2186        ";"NEW VISION START 1.67";"KELLY";2;302,4;""
13674118;2023-10-16;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2094        ";"NEW VISION GOLD 1.50";"JEAN";2;109,9;""
13674140;2023-10-13;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2094        ";"NEW VISION GOLD 1.50";"JEAN";2;109,9;""
13674160;2023-10-16;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2112        ";"NEW VISION INDIVIDUAL 1.67";"JEAN";2;479,5;""
13674205;2023-10-16;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2112        ";"NEW VISION INDIVIDUAL 1.67";"JEAN";2;479,5;""
13674226;2023-10-13;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2107        ";"NEW VISION INDIVIDUAL 1.50";"JEAN";2;183,4;""
13674244;2023-10-11;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2177        ";"NEW VISION SOFT 1.50";"JEAN";2;55,3;""
13674266;2023-10-13;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2193        ";"NEW VISION PREMIUM 1.50";"JEAN";2;138,6;""
13674284;2023-10-13;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2193        ";"NEW VISION PREMIUM 1.50";"JEAN";2;138,6;""
13674374;2023-10-13;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2084        ";"NEW VISION HD 1.50";"MAICON";2;55,3;""
13674403;2023-10-13;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2187        ";"NEW VISION CLASSIC 1.50";"MAICON";2;109,9;""
13674417;2023-10-13;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2187        ";"NEW VISION CLASSIC 1.50";"MAICON";2;109,9;""
13674428;2023-10-13;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2108        ";"NEW VISION INDIVIDUAL 1.50 TRANS";"MAICON";2;359,8;""
13674435;2023-10-13;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2107        ";"NEW VISION INDIVIDUAL 1.50";"MAICON";2;183,4;""
13674688;2023-10-17;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"MAICON";2;109,9;""
13674700;2023-10-11;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"MAICON";2;109,9;""
13675258;2023-10-17;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2112        ";"NEW VISION INDIVIDUAL 1.67";"JEAN";2;479,5;""
13675304;2023-10-16;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2107        ";"NEW VISION INDIVIDUAL 1.50";"JEAN";2;183,4;""
13675312;2023-10-16;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2107        ";"NEW VISION INDIVIDUAL 1.50";"JEAN";2;183,4;""
13675577;2023-10-17;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2196        ";"NEW VISION PREMIUM 1.59";"MAICON";2;178,5;""
13676314;2023-10-17;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2193        ";"NEW VISION PREMIUM 1.50";"MAICON";2;138,6;""
13676542;2023-10-17;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2177        ";"NEW VISION SOFT 1.50";"MAICON";2;55,3;""
13676810;2023-10-17;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2094        ";"NEW VISION GOLD 1.50";"JEAN";2;109,9;""
13677522;2023-10-16;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2089        ";"NEW VISION PLUS 1.50 TRANS";"VALERIA";2;281,4;""
13677794;2023-10-17;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2092        ";"NEW VISION PLUS 1.59 TRANS";"VALERIA";2;326,2;""
13677956;2023-10-16;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2193        ";"NEW VISION PREMIUM 1.50";"JEAN";2;138,6;""
13679538;2023-10-18;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2181        ";"NEW VISION START 1.50";"KELLY";2;84,7;""
13680439;2023-10-17;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2178        ";"NEW VISION SOFT 1.50 FOTO";"VALERIA";2;143,5;""
13681732;2023-10-19;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2088        ";"NEW VISION PLUS 1.50";"MAICON";2;84,7;""
13681763;2023-10-18;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2088        ";"NEW VISION PLUS 1.50";"MAICON";2;84,7;""
13681857;2023-10-17;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2177        ";"NEW VISION SOFT 1.50";"MAICON";2;55,3;""
13681892;2023-10-17;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"MAICON";2;109,9;""
13681925;2023-10-18;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"MAICON";2;109,9;""
13681931;2023-10-19;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2187        ";"NEW VISION CLASSIC 1.50";"KELLY";2;109,9;""
13682044;2023-10-18;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2187        ";"NEW VISION CLASSIC 1.50";"KELLY";2;109,9;""
13684508;2023-10-20;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2205        ";"NEW VISION X SMART 1.67";"JEAN";2;479,5;""
13684558;2023-10-20;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2205        ";"NEW VISION X SMART 1.67";"JEAN";2;479,5;""
13684575;2023-10-17;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2181        ";"NEW VISION START 1.50";"JEAN";2;84,7;""
13685053;2023-10-19;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2094        ";"NEW VISION GOLD 1.50";"JEAN";2;109,9;""
13685073;2023-10-19;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2094        ";"NEW VISION GOLD 1.50";"JEAN";2;109,9;""
13685124;2023-10-19;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2182        ";"NEW VISION START 1.50 TRANS";"JEAN";2;281,4;""
13685142;2023-10-18;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2187        ";"NEW VISION CLASSIC 1.50";"JEAN";2;109,9;""
13685194;2023-10-19;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2193        ";"NEW VISION PREMIUM 1.50";"JEAN";2;138,6;""
13685204;2023-10-18;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2193        ";"NEW VISION PREMIUM 1.50";"JEAN";2;138,6;""
13685220;2023-10-20;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2100        ";"NEW VISION EXTEND 1.50";"JEAN";2;138,6;""
13685230;2023-10-20;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2100        ";"NEW VISION EXTEND 1.50";"JEAN";2;138,6;""
13685252;2023-10-18;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2193        ";"NEW VISION PREMIUM 1.50";"JEAN";2;138,6;""
13685265;2023-10-18;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2193        ";"NEW VISION PREMIUM 1.50";"JEAN";2;138,6;""
13685305;2023-10-20;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2094        ";"NEW VISION GOLD 1.50";"JEAN";2;109,9;""
13685316;2023-10-20;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2094        ";"NEW VISION GOLD 1.50";"JEAN";2;109,9;""
13685962;2023-10-19;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2187        ";"NEW VISION CLASSIC 1.50";"PATRICIA";2;109,9;""
13685998;2023-10-19;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2187        ";"NEW VISION CLASSIC 1.50";"PATRICIA";2;109,9;""
13689173;2023-10-20;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2089        ";"NEW VISION PLUS 1.50 TRANS";"KELLY";2;281,4;""
13689508;2023-10-20;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2190        ";"NEW VISION CLASSIC 1.59";"PATRICIA";2;149,1;""
13689955;2023-10-20;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2088        ";"NEW VISION PLUS 1.50";"MAICON";2;84,7;""
13689969;2023-10-20;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2088        ";"NEW VISION PLUS 1.50";"MAICOB";2;84,7;""
13690078;2023-10-20;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2088        ";"NEW VISION PLUS 1.50";"MAICON";2;84,7;""
13690090;2023-10-20;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2095        ";"NEW VISION GOLD 1.50 TRANS";"MAICON";2;311,5;""
13690156;2023-10-23;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"MAICON";2;109,9;""
13690176;2023-10-20;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2089        ";"NEW VISION PLUS 1.50 TRANS";"VALERIA";2;281,4;""
13690184;2023-10-23;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2193        ";"NEW VISION PREMIUM 1.50";"MAICON";2;138,6;""
13690210;2023-10-23;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2193        ";"NEW VISION PREMIUM 1.50";"MAICON";2;138,6;""
13691006;2023-10-25;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"KELLY";2;109,9;""
13691014;2023-10-24;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"KELLY";2;109,9;""
13691046;2023-10-23;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"VALERIA";2;109,9;""
13691101;2023-10-25;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2181        ";"NEW VISION START 1.50";"KELLY";2;84,7;""
13691114;2023-10-24;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2181        ";"NEW VISION START 1.50";"KELLY";2;84,7;""
13692092;2023-10-24;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2187        ";"NEW VISION CLASSIC 1.50";"JEAN";2;109,9;""
13692171;2023-10-20;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2108        ";"NEW VISION INDIVIDUAL 1.50 TRANS";"JEAN";2;359,8;""
13692203;2023-10-20;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2108        ";"NEW VISION INDIVIDUAL 1.50 TRANS";"JEAN";2;359,8;""
13693014;2023-10-26;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2184        ";"NEW VISION START 1.59";"PATRICIA";2;124,6;""
13694725;2023-10-24;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2187        ";"NEW VISION CLASSIC 1.50";"JEAN";2;109,9;""
13694740;2023-10-24;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2187        ";"NEW VISION CLASSIC 1.50";"JEAN";2;109,9;""
13694811;2023-10-24;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2100        ";"NEW VISION EXTEND 1.50";"JEAN";2;138,6;""
13694870;2023-10-24;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2100        ";"NEW VISION EXTEND 1.50";"JEAN";2;138,6;""
13694898;2023-10-24;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2100        ";"NEW VISION EXTEND 1.50";"JEAN";2;138,6;""
13695302;2023-10-25;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2193        ";"NEW VISION PREMIUM 1.50";"JEAN";2;138,6;""
13695306;2023-10-24;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2193        ";"NEW VISION PREMIUM 1.50";"JEAN";2;138,6;""
13695315;2023-10-25;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2204        ";"NEW VISION X SMART 1.59 TRANS";"JEAN";2;408,8;""
13696003;2023-10-24;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2178        ";"NEW VISION SOFT 1.50 FOTO";"MAICON";2;143,5;""
13696063;2023-10-24;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2084        ";"NEW VISION HD 1.50";"MAICON";2;55,3;""
13696097;2023-10-26;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2193        ";"NEW VISION PREMIUM 1.50";"MAICON";2;138,6;""
13696130;2023-10-26;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2088        ";"NEW VISION PLUS 1.50";"MAICON";2;84,7;""
13696282;2023-10-26;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2196        ";"NEW VISION PREMIUM 1.59";"MAICON";2;178,5;""
13696309;2023-10-24;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2194        ";"NEW VISION PREMIUM 1.50 TRANS";"MAICON";2;340,2;""
13696563;2023-10-26;1080;51;"SETOR 5 - BLUMENAU - VALE";"LD2112        ";"NEW VISION INDIVIDUAL 1.67";"JEAN";2;479,5;""
13696705;2023-10-27;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2196        ";"NEW VISION PREMIUM 1.59";"JEAN";2;178,5;""
13696725;2023-10-26;4742;51;"SETOR 5 - BLUMENAU - VALE";"LD2196        ";"NEW VISION PREMIUM 1.59";"JEAN";2;178,5;""
13697654;2023-10-26;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2088        ";"NEW VISION PLUS 1.50";"VALERIA";2;84,7;""
13697687;2023-10-25;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2088        ";"NEW VISION PLUS 1.50";"VALERIA";2;84,7;""
13698194;2023-10-26;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2181        ";"NEW VISION START 1.50";"KELLY";2;84,7;""
13698216;2023-10-26;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2181        ";"NEW VISION START 1.50";"KELLY";2;84,7;""
13698387;2023-10-26;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2181        ";"NEW VISION START 1.50";"VALERIA";2;84,7;""
13698403;2023-10-26;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2181        ";"NEW VISION START 1.50";"VALERIA";2;84,7;""
13698458;2023-10-27;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2196        ";"NEW VISION PREMIUM 1.59";;2;188,7;
13699618;2023-10-26;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"MAICON";2;109,9;""
13699631;2023-10-26;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2094        ";"NEW VISION GOLD 1.50";"MAICON";2;109,9;""
13699696;2023-10-27;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2088        ";"NEW VISION PLUS 1.50";"VALERIA";2;84,7;""
13699723;2023-10-27;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2088        ";"NEW VISION PLUS 1.50";"VALERIA";2;84,7;""
13700311;2023-10-27;1762;51;"SETOR 4 - JOINVILLE - NORTE";"LD2103        ";"NEW VISION EXTEND 1.59";"KELLY";2;178,5;""
13701226;2023-10-27;311;51;"SETOR 4 - JOINVILLE - NORTE";"LD2095        ";"NEW VISION GOLD 1.50 TRANS";"MAICON";2;311,5;""
